customer_id,first_name,last_name,email,phone,city,postal_code,registration_date,marketing_channel,loyalty_member,birth_date
1395,Marcel,Kala,MARCEL.KALA@GMAIL.COM,+48 659 848 265,Poznań,86-915,2025-10-09,Organic,False,1970-11-04
1396,Kajetan,Kloch,kajetan.kloch@wp.pl,572-439-828,Warszawa,89-661,2024-11-21,Meta Ads,False,1968-07-26
1397,Ignacy,Dulemba,ignacy.dulemba@wp.pl,084405717,Poznań,36-505,2024-12-08,Referral,False,2008-04-18
1398,Krzysztof,Stąpór,krzysztof.stąpór@onet.pl,217652104,Częstochowa,96-371,2025-06-30,Meta Ads,False,1986-05-23
1399,Sylwia,Zaniewicz,sylwia.zaniewicz@wp.pl,,Warszawa,34-644,2024-12-02,Organic,False,1991-12-13
1400,Ignacy,Dydak,IGNACY.DYDAK@GMAIL.COM,,Kraków,66-751,2026-05-29,Influencer,True,1986-01-31
1401,Robert,Parada,robert.parada@gmail.com,,Poznań,75-060,2024-11-01,Meta Ads,False,1963-05-05
1402,Marcelina,Majzner,marcelina.majzner@interia.pl,,Suwałki,89-139,2025-07-02,Google Ads,False,1974-07-15
1403,Mikołaj,Wiesiołek,mikołaj.wiesiołek@gmail.com,469-847-719,Gorzów Wielkopolski,47-430,2025-11-17,Newsletter,False,1989-04-26
1404,Maurycy,Wejman,maurycy.wejman@o2.pl,,Suwałki,38-299,2025-12-26,Organic,False,1983-08-31
1405,Igor,Jagiełka,igor.jagiełka@gmail.com,062078825,Gdańsk,25-785,2025-05-11,Google Ads,False,1988-11-18
1406,Patryk,Wardzała,PATRYK.WARDZAŁA@O2.PL,,Poznań,97-172,2026-05-02,Meta Ads,True,1984-05-30
1407,Jędrzej,Pudełek,jędrzej.pudełek@wp.pl,096-640-235,Warszawa,88-820,2025-10-01,Meta Ads,True,1971-07-21
1408,Olgierd,Wawrzyczek,olgierd.wawrzyczek@onet.pl,,Warszawa,69-594,2025-06-09,Meta Ads,True,1974-03-26
1409,Julian,Fikus,julian.fikus@gmail.com,901 848 691,Elbląg,18-531,2024-10-02,Newsletter,False,1970-07-05
1410,Ada,Zugaj,ada.zugaj@gmail.com,454 289 807,Wrocław,44-944,2025-07-14,Google Ads,False,2003-11-13
1411,Paweł,Lisak,paweł.lisak@interia.pl,372-972-700,Warszawa,20-516,2026-03-04,Influencer,False,1967-04-25
1412,Rafał,Jezior,rafał.jezior@o2.pl,667767045,Olsztyn,72-629,2025-11-19,Influencer,False,1992-02-23
1413,Anna Maria,Preuss,anna maria.preuss@interia.pl,859-263-822,Toruń,69-730,2026-04-09,Influencer,True,1984-10-20
1414,Oliwier,Krzysztofek,oliwier.krzysztofek@o2.pl,+48 460 653 832,Gorzów Wielkopolski,59-939,2025-08-09,Meta Ads,False,1959-08-24
1415,Adrian,Gruchot,adriangruchot@wp.pl,,Łódź,62-357,2024-11-30,Organic,True,1972-02-09
1416,Olgierd,Gajzler,olgierd.gajzler@wp.pl,,Warszawa,57-912,2024-09-09,Meta Ads,False,2007-12-09
1417,Angelika,Bryda,angelika.bryda@gmail.com,680997052,Opole,44-177,2025-03-04,Organic,False,1993-03-21
1418,Antoni,Tadych,antoni.tadych@o2.pl,782 913 438,Poznań,16-228,2025-12-25,Google Ads,True,1962-06-01
1419,Julian,Sudak,julian.sudak@onet.pl,+48 902 164 134,Kraków,30-315,2026-03-26,Meta Ads,False,1962-03-28
1420,Adrian,Gąbka,adrian.gąbka@onet.pl,142 416 466,Poznań,55-708,2025-03-22,Google Ads,False,1996-01-14
1421,Kamil,Brańka,kamil.brańka@o2.pl,+48 286 985 386,Warszawa,03-794,2025-08-23,Newsletter,True,1981-04-05
1422,Kornelia,Kolbusz,kornelia.kolbusz@onet.pl,,Wrocław,26-111,2025-06-04,Newsletter,False,1957-05-01
1423,Ida,Apanowicz,ida.apanowicz@gmail.com,033-708-459,Warszawa,08-481,2025-06-06,Meta Ads,True,1961-11-24
1424,Iwo,Andrzejuk,iwo.andrzejuk@gmail.com,042-788-497,Warszawa,09-309,2025-01-04,Meta Ads,False,1990-12-23
1425,Patryk,Derek,patryk.derek@gmail.com,541294951,Suwałki,16-943,2024-11-26,Newsletter,True,1987-06-29
1426,Julianna,Pagacz,julianna.pagacz@gmail.com,983-757-851,Warszawa,24-687,2024-12-24,Meta Ads,False,1974-03-24
1427,Tomasz,Kujawiak,tomasz.kujawiak@gmail.com,653333449,Warszawa,96-965,2024-10-12,Google Ads,False,1970-04-18
1428,Elżbieta,Malisz,elżbieta.malisz@wp.pl,,Piła,46-165,2024-12-24,Organic,False,2000-12-01
1429,Tadeusz,Wiertel,tadeusz.wiertel@o2.pl,957 203 718,Opole,348086,2024-09-07,Referral,False,1960-11-05
1430,Elżbieta,Fabiańczyk,elżbieta.fabiańczyk@gmail.com,769953254,Warszawa,02-542,2025-11-02,Meta Ads,False,1967-02-04
1431,Eryk,Ziętal,eryk.ziętal@gmail.com,560-051-009,Rzesszów,22-924,2025-03-05,Meta Ads,False,1995-07-24
1432,Jan,Ragus,jan.ragus@wp.pl,259 237 379,Wrocław,13-947,2026-07-11,Influencer,False,1966-12-09
1433,Dorota,Kozień,dorota.kozień@wp.pl,041876489,Szczecin,91-487,2024-12-23,Google Ads,True,1975-01-07
1434,Julianna,Pawlukiewicz,julianna.pawlukiewicz@gmail.com,785892337,Elbląg,57-690,2025-04-10,Meta Ads,True,2006-05-11
1435,Grzegorz,Chołody,grzegorzchołody@gmail.com,,Poznań,46-389,2025-04-16,Google Ads,False,1978-01-26
1436,Ida,Mądrzak,ida.mądrzak@onet.pl,,Radom,53-116,2024-09-09,Meta Ads,False,1995-12-14
1437,Jędrzej,Topa,jędrzej.topa@gmail.com,020-723-637,gdańsk,60-113,2026-04-15,Google Ads,True,1983-02-21
1438,Anastazja,Maciejczuk,anastazja.maciejczuk@gmail.com,+48 512 434 010,Białystok,47-722,2024-09-03,Organic,True,1970-11-15
1439,Maciej,Malarczyk,maciej.malarczyk@gmail.com,160633023,Konin,42-506,2026-06-28,Meta Ads,False,1961-09-23
1440,Ryszard,Krzykała,ryszard.krzykała@gmail.com,488968881,Łódź,77-754,2026-05-25,Meta Ads,False,1972-02-18
1441,Sara,Twardosz,sara.twardosz@wp.pl,133 422 343,Warszawa,71-418,2025-09-22,Organic,True,1970-12-30
1442,Marianna,Walus,MARIANNA.WALUS@INTERIA.PL,241 962 478,Konin,09-917,2025-10-23,Google Ads,False,2000-03-04
1443,Lidia,Stachewicz,lidia.stachewicz@onet.pl,259-900-638,Warszawa,48-184,2025-11-26,Organic,True,1956-04-09
1444,Marika,Kudra,marika.kudra@wp.pl,+48 409 746 648,Wrocław,14-406,2025-05-02,Google Ads,True,1978-10-24
1445,Karol,Murach,karol.murach@gmail.com,+48 511 544 846,Kraków,19-405,2025-11-03,Newsletter,True,1976-10-29
1446,Tola,Grab,tola.grab@gmail.com,156-248-490,Kraków,95-948,2024-10-11,Organic,True,2002-11-23
1447,Alan,Bobak,alan.bobak@gmail.com,+48 777 684 032,Olsztyn,47-999,2024-10-27,Meta Ads,True,1966-02-23
1448,Ksawery,Lichoń,ksawery.lichoń@wp.pl,913900326,Gdańsk,52-126,2025-07-23,Newsletter,False,1967-12-09
1449,Kaja,Wabik,kaja.wabik@wp.pl,+48 364 927 233,Poznań,64-286,2025-10-25,Influencer,False,1996-02-18
1450,Elżbieta,Siebert,elżbieta.siebert@gmail.com,+48 093 989 761,Łódź,35-775,2026-05-23,Referral,True,1997-06-09
1451,Blanka,Flieger,blanka.flieger@wp.pl,,Szczecin,61-683,2024-11-14,Newsletter,False,1987-07-25
1452,Olga,Nowotka,olga.nowotka@gmail.com,821968913,Opole,66-286,2026-03-13,Meta Ads,False,1963-05-29
1453,Agnieszka,Budner,agnieszka.budner@wp.pl,+48 622 195 011,Łódź,416306,2024-12-12,Google Ads,False,1981-07-13
1454,Jerzy,Piksa,jerzy.piksa@gmail.com,240 517 785,Suwałki,18-031,2025-05-10,Meta Ads,True,1960-11-15
1455,Mikołaj,Brodawka,mikołaj.brodawka@wp.pl,760066696,Częstochowa,09-511,2025-03-28,Google Ads,False,1991-07-15
1456,Kajetan,Ostafin,kajetan.ostafin@gmail.com,,Wrocław,78-696,2025-05-08,Organic,False,1972-12-03
1457,Emil,Dankiewicz,emil.dankiewicz@gmail.com,+48 445 159 852,Warszawa,80-099,2024-11-24,Google Ads,False,1995-11-20
1458,Angelika,Biesaga,angelika.biesaga@wp.pl,+48 726 637 091,Suwałki,64-812,2025-09-26,Meta Ads,False,1980-04-17
1459,Gustaw,Maligłówka,gustaw.maligłówka@gmail.com,393-146-186,Katowice,64-503,2026-03-08,Influencer,False,1982-05-08
1460,Rozalia,Kaszkowiak,rozalia.kaszkowiak@wp.pl,+48 487 858 801,Bydgoszcz,70-560,2025-06-16,Meta Ads,False,1956-07-13
1461,Filip,Jarkiewicz,filip.jarkiewicz@gmail.com,,Elbląg,16-393,2025-08-08,Meta Ads,False,1979-06-14
1462,Albert,Bartuś,ALBERT.BARTUŚ@GMAIL.COM,841 058 264,Warszawa,59-037,2026-04-30,Meta Ads,False,1957-05-03
1463,Dagmara,Galos,dagmara.galos@gmail.com,+48 022 008 753,Bydgoszcz,39-906,2025-12-03,Meta Ads,False,1993-01-06
1464,Marika,Hartman,marika.hartman@gmail.com,,Elbląg,18-320,2025-08-23,Influencer,False,1993-07-12
1465,Ada,Szoka,ada.szoka@gmail.com,+48 586 080 695,Radom,15-583,2025-02-18,Newsletter,False,1991-05-16
1466,Bianka,Trawka,bianka.trawka@onet.pl,942-326-441,Kraków,70-586,2026-05-09,Meta Ads,False,1980-06-30
1467,Melania,Warzybok,melania.warzybok@gmail.com,870793032,Warszawa,21-519,2025-10-11,Newsletter,False,1958-07-20
1468,Błażej,Kuza,błażejkuza@gmail.com,618879444,Olsztyn,76-995,2024-12-17,Google Ads,False,1975-08-14
1469,Maks,Obarzanek,maks.obarzanek@wp.pl,138738664,Poznań,37-329,2025-02-11,Meta Ads,False,1958-11-07
1470,Tola,Hermanowicz,tola.hermanowicz@gmail.com,735-733-595,Leszno,17-858,2026-03-18,Meta Ads,False,1975-01-06
1471,Janina,Łuszczak,janina.łuszczak@gmail.com,022 992 192,Bydgoszcz,98-913,2024-10-21,Meta Ads,False,1988-09-23
1472,Fryderyk,Kręcisz,fryderyk.kręcisz@onet.pl,,warszawa,55-354,2026-08-03,Google Ads,False,2008-03-03
1473,Klara,Zmarzły,klara.zmarzły@wp.pl,909 606 059,Konin,08-678,2024-11-05,Influencer,False,1968-07-16
1474,Marek,Skolik,marek.skolik@interia.pl,,Radom,40-607,2026-03-15,Google Ads,False,1960-02-05
1475,Wiktor,Ścieszka,wiktor.ścieszka@onet.pl,+48 044 259 345,Warszawa,40-118,2025-05-02,Google Ads,False,1973-06-27
1476,Michał,Lamch,michał.lamch@onet.pl,717282067,Warszawa,42-039,2025-08-06,Referral,False,1980-01-09
1477,Kaja,Sykała,kaja.sykała@wp.pl,892-686-160,Zielona Góra,66-924,2026-05-21,Referral,False,1977-12-01
1478,Michał,Boduch,MICHAŁ.BODUCH@WP.PL,+48 341 547 851,Elbląg,00000,2025-06-13,Newsletter,True,1956-10-09
1479,Alex,Malcherek,alex.malcherek@onet.pl,+48 423 338 114,Warszawa,74-400,2025-09-14,Meta Ads,False,1972-09-06
1480,Oskar,Putek,oskar.putek@gmail.com,818 072 851,Lublin,63-103,2024-10-06,Google Ads,False,1992-03-18
1481,Gabriel,Fechner,gabriel.fechner@gmail.com,+48 932 659 889,Gdańsk,64-515,2024-09-18,Meta Ads,False,1998-08-08
1482,Natan,Płoskonka,natan.płoskonka@gmail.com,643 229 987,Wrocław,79-307,2025-01-09,Google Ads,True,1974-11-07
1483,Justyna,Danisz,justyna.danisz@o2.pl,694028646,Pozna,64-651,2025-12-20,Meta Ads,False,2000-07-03
1484,Igor,Łokietek,igor.łokietek@interia.pl,204508439,Poznań,69-220,2024-11-11,Newsletter,False,1970-10-28
1485,Franciszek,Pielka,franciszek.pielka@o2.pl,934 950 240,Warszawa,74-412,2024-11-26,Meta Ads,False,1998-03-29
1486,Tomasz,Krywult,tomasz.krywult@gmail.com,+48 933 301 140,Gdańs,75-098,2025-06-25,Referral,False,1986-12-18
1487,Jeremi,Rohde,jeremi.rohde@gmail.com,715253021,Gdańsk,73-821,2025-11-02,Google Ads,False,1983-09-28
1488,Marianna,Szela,marianna.szela@gmail.com,928-146-735,Gdańsk,45-815,2025-12-27,Newsletter,True,1959-08-29
1489,Emil,Andrejczuk,emil.andrejczuk@gmail.com,209318418,Białystok,39-444,2024-12-28,Google Ads,False,1990-10-04
1490,Jędrzej,Pagacz,jędrzej.pagacz@o2.pl,,Warszawa,54-412,2024-10-24,Google Ads,False,1968-11-29
1491,Ida,Groń,ida.groń@gmail.com,737599326,Radom,86-782,2026-06-19,Organic,False,1984-08-13
1492,Kacper,Siewiera,kacper.siewiera@gmail.com,,Łódź,91-529,2025-02-01,Newsletter,False,2001-04-27
1493,Aurelia,Czubaj,aurelia.czubaj@gmail.com,037 543 548,Piła,28-677,2026-04-15,Google Ads,False,2006-08-03
1494,Roksana,Kryszkiewicz,roksana.kryszkiewicz@o2.pl,402 910 559,Piła,82-546,2026-04-19,Organic,True,1998-06-21
1495,Justyna,Matwiejczyk,justyna.matwiejczyk@wp.pl,+48 464 063 156,Toruń,94-642,2026-02-17,Influencer,True,1958-10-08
1496,Ksawery,Kukuczka,KSAWERY.KUKUCZKA@O2.PL,+48 307 885 909,Gorzów Wielkopolski,60-152,2024-12-28,Meta Ads,False,1968-05-02
1497,Radosław,Broniek,radosław.broniek@onet.pl,+48 947 651 266,Szczecin,56-421,2026-03-07,Meta Ads,True,1972-06-25
1498,Wiktor,Wojtaszak,wiktor.wojtaszak@wp.pl,058-829-950,Warszawa,27-867,2026-02-07,Meta Ads,False,1977-06-15
1499,Stefan,Zięciak,stefan.zięciak@wp.pl,+48 963 126 507,Poznań,21-263,2025-11-21,Newsletter,False,1991-12-31
1500,Marek,Kacperek,marek.kacperek@o2.pl,045 825 963,Olsztyn,31-117,2025-04-24,Organic,False,1963-07-18
1501,Antoni,Ambrożewicz,antoni.ambrożewicz@gmail.com,735627208,Warszawa,40-476,2025-02-13,Meta Ads,True,1981-04-27
1502,Justyna,Midura,justyna.midura@o2.pl,+48 284 547 066,Radom,00000,2024-11-01,Google Ads,False,1957-07-22
1503,Damian,Wakuła,damian.wakuła@gmail.com,344-316-468,Lublin,18-030,2025-09-11,Newsletter,False,1969-04-16
1504,Konstanty,Machul,konstanty.machul@gmail.com,411691946,Kraków,00000,2025-11-25,Meta Ads,True,1989-09-28
1505,Maciej,Piechna,maciej.piechna@gmail.com,+48 245 221 257,Leszno,63-802,2025-04-29,Meta Ads,False,1956-08-25
1506,Karol,Górkiewicz,karol.górkiewicz@onet.pl,+48 890 332 553,Piła,78-306,2025-07-10,Referral,False,2001-07-22
1507,Kalina,Kubieniec,kalina.kubieniec@gmail.com,,Białystok,47-688,2025-04-02,Organic,False,1990-06-10
1508,Tomasz,Marach,TOMASZ.MARACH@GMAIL.COM,853-337-008,Warszawa,93-863,2025-11-24,Organic,False,1963-01-17
1509,Kamil,Zasępa,kamil.zasępa@onet.pl,,Gorzów Wielkopolski,95-513,2026-05-07,Meta Ads,True,2005-01-15
1510,Angelika,Leszczak,angelika.leszczak@gmail.com,,Bydgoszcz,75-973,2024-12-09,Meta Ads,False,1996-09-04
1511,Anna Maria,Wiszowata,anna maria.wiszowata@gmail.com,199-923-536,Gdańsk,64-906,2025-05-22,Google Ads,True,1960-05-18
1512,Marcel,Pindral,marcel.pindral@gmail.com,+48 620 413 537,Poznań,41-338,2024-11-29,Organic,False,1999-09-17
1513,Tobiasz,Ludwisiak,tobiasz.ludwisiak@wp.pl,,Poznań,96-762,2025-11-13,Google Ads,False,1968-02-06
1514,Kaja,Lisak,kaja.lisak@o2.pl,194-262-271,Warszawa,19-110,2026-01-14,Organic,False,1964-11-16
1515,Jacek,Kluj,jacekkluj@onet.pl,916 779 477,Wrocław,53-261,2026-06-19,Meta Ads,False,2001-04-30
1516,Adam,Glenc,adam.glenc@o2.pl,429 615 061,Olszty,69-384,2025-02-17,Google Ads,False,1992-09-03
1517,Kamil,Januchta,kamiljanuchta@interia.pl,250-645-078,Olsztyn,70-434,2026-07-12,Google Ads,False,1980-10-05
1518,Witold,Grunt,witold.grunt@o2.pl,292740746,Warszawa,19-372,2024-10-11,Newsletter,False,1980-10-12
1519,Leonard,Urynowicz,leonard.urynowicz@gmail.com,,Łódź,40-022,2025-11-03,Meta Ads,False,1989-10-20
1520,Filip,Stempel,filip.stempel@gmail.com,027952490,Opole,00000,2024-10-12,Newsletter,False,1997-12-09
1521,Mikołaj,Jakóbik,mikołaj.jakóbik@gmail.com,,Opole,86-246,2026-05-20,Organic,True,1969-01-01
1522,Ernest,Strycharz,ernest.strycharz@gmail.com,+48 782 654 376,Zielona Góra,82-982,2025-09-19,Meta Ads,False,1992-09-23
1523,Marcel,Droździel,marcel.droździel@gmail.com,+48 656 994 755,Wrocław,31-879,2025-12-01,Meta Ads,False,1979-01-16
1524,Mateusz,Gros,mateusz.gros@gmail.com,342 857 406,Gdańsk,33-309,2026-04-21,Organic,False,1960-05-18
1525,Marek,Macioł,marek.macioł@gmail.com,248864043,Łódź,27-881,2024-11-26,Meta Ads,False,2002-10-12
1526,Monika,Fitas,monika.fitas@wp.pl,658867800,Kraków,41-901,2024-10-08,Organic,False,1998-08-24
1527,Kalina,Graboń,kalina.graboń@o2.pl,609 883 515,Warszawa,05-281,2026-05-16,Google Ads,False,2001-07-08
1528,Marika,Żółtek,marika.żółtek@interia.pl,+48 563 073 672,Szczecin,95-423,2025-03-15,Google Ads,False,2004-09-13
1529,Józef,Leżoń,józef.leżoń@onet.pl,+48 262 717 329,Kraków,55-898,2024-11-07,Organic,True,2004-04-12
1530,Oskar,Pal,oskar.pal@onet.pl,468496436,Katowice,21-716,2025-07-18,Meta Ads,False,1969-06-05
1531,Wiktor,Szalast,wiktor.szalast@gmail.com,+48 054 945 283,Zielona Góra,54-617,2025-11-14,Google Ads,False,1994-03-31
1532,Krystyna,Piechura,krystyna.piechura@gmail.com,+48 702 200 933,Suwałki,42-465,2024-09-12,Google Ads,False,1992-06-10
1533,Mikołaj,Toma,mikołaj.toma@gmail.com,754 900 056,Bydgoszcz,83-189,2025-02-26,Google Ads,False,1988-12-29
1534,Łukasz,Hojka,łukasz.hojka@interia.pl,768 889 388,Gdynia,52-205,2024-09-11,Meta Ads,False,1988-11-23
1535,Jędrzej,Buszko,jędrzej.buszko@gmail.com,568129833,Wrocła,11-114,2025-06-02,Google Ads,False,1963-12-17
1536,Eliza,Feliniak,ELIZA.FELINIAK@O2.PL,,Bydgoszcz,99-851,2026-05-10,Google Ads,False,1990-01-01
1537,Adrian,Kopiczko,adrian.kopiczko@o2.pl,688-185-064,Białysto,77-703,2026-08-06,Organic,False,1977-05-05
1538,Alex,Dulas,alex.dulas@gmail.com,,Piła,62-895,2025-11-02,Organic,False,1994-07-24
1539,Robert,Gierek,robert.gierek@gmail.com,,Warszawa,88-608,2024-12-15,Referral,False,1999-06-01
1540,Ryszard,Augustynek,RYSZARD.AUGUSTYNEK@GMAIL.COM,974968812,Warszawa,11-425,2026-05-19,Google Ads,False,1975-01-29
1541,Kamila,Westfal,kamila.westfal@o2.pl,194290288,Kraków,49-968,2025-09-03,Influencer,True,1999-11-01
1542,Anita,Dzierwa,anitadzierwa@gmail.com,372 276 536,Gdynia,03-971,2024-11-16,Organic,False,1956-10-23
1543,Dagmara,Dziewior,dagmara.dziewior@onet.pl,+48 917 506 846,Warszawa,79-642,2026-06-29,Google Ads,False,1967-09-19
1544,Dawid,Gryska,dawid.gryska@gmail.com,,Warszawa,26-269,2026-02-11,Referral,False,1992-10-05
1545,Alan,Zieja,alan.zieja@wp.pl,064757719,Gdańsk,52-633,2026-01-12,Meta Ads,False,1978-04-30
1546,Robert,Litwiniuk,robert.litwiniuk@gmail.com,547-666-429,Leszno,12-982,2025-12-28,Organic,False,1975-02-04
1547,Nicole,Sondej, nicole.sondej@gmail.com ,,Kraków,02-736,2024-12-10,Influencer,True,1983-06-19
1548,Agnieszka,Fularczyk,agnieszka.fularczyk@gmail.com,331-251-261,Piła,87-507,2024-12-13,Newsletter,True,1961-11-16
1549,Gabriel,Ciuła,gabriel.ciuła@onet.pl,167339194,Warszawa,35-295,2025-12-16,Meta Ads,True,1995-02-27
1550,Fryderyk,Włodarz,fryderyk.włodarz@gmail.com,+48 922 217 574,Poznań,56-877,2024-12-18,Meta Ads,False,1966-07-18
1551,Przemysław,Rozynek,PRZEMYSŁAW.ROZYNEK@GMAIL.COM,677 087 180,Łódź,37-745,2025-06-24,Google Ads,False,1991-06-27
1552,Sandra,Trzmiel,sandra.trzmiel@wp.pl,478168973,Kraków,53-812,2026-03-27,Influencer,True,1963-05-01
1553,Aleks,Owczarczak,aleks.owczarczak@interia.pl,044803864,Kraków,31-633,2026-03-10,Referral,True,1979-07-01
1554,Witold,Milcarz,witold.milcarz@wp.pl,,Wrocław,935557,2025-07-03,Meta Ads,False,1989-11-24
1555,Karol,Rozmiarek,karol.rozmiarek@interia.pl,683-631-673,Gorzów Wielkopolski,61-137,2026-03-11,Google Ads,True,2001-10-13
1556,Ewa,Jaje,ewajaje@gmail.com,778671571,Kraków,28-731,2026-04-29,Google Ads,True,1975-12-03
1557,Kaja,Lipok,kaja.lipok@wp.pl,+48 620 965 511,Częstochowa,77-263,2025-11-24,Google Ads,True,1959-06-20
1558,Dagmara,Rycerz,dagmara.rycerz@gmail.com,+48 477 266 356,Elbląg,07-341,2025-01-02,Influencer,False,2004-12-10
1559,Natasza,Świstek,NATASZA.ŚWISTEK@GMAIL.COM,+48 566 869 875,Kielce,78-962,2025-02-03,Meta Ads,False,1991-02-23
1560,Aleksander,Kusa,aleksander.kusa@o2.pl,242-955-355,Wrocław,33-517,2025-03-26,Organic,True,1988-06-08
1561,Emil,Janasz,emil.janasz@gmail.com,744487297,Warszawa,86-380,2024-11-26,Google Ads,True,1962-08-09
1562,Melania,Saternus,melania.saternus@onet.pl,,Wrocław,75-184,2025-02-24,Organic,True,1969-05-22
1563,Nela,Sobków,nela.sobków@o2.pl,,Kraków,44-899,2024-12-17,Meta Ads,False,1980-05-27
1564,Dawid,Sularz,dawid.sularz@gmail.com,185585614,Warszawa,91-544,2025-07-12,Meta Ads,False,1978-07-17
1565,Robert,Forysiak,robert.forysiak@gmail.com,,Kraków,41-046,2026-06-21,Meta Ads,True,2007-06-17
1566,Sonia,Misiurek,SONIA.MISIUREK@O2.PL,005-880-508,Szczecin,36-766,2024-11-28,Influencer,True,1974-09-15
1567,Kornelia,Małyszek,kornelia.małyszek@gmail.com,816 207 907,Lublin,34-628,2025-12-12,Meta Ads,True,1999-07-26
1568,Błażej,Kacperczyk,błażejkacperczyk@gmail.com,430-382-940,Kraków,41-447,2025-12-31,Google Ads,True,2002-11-28
1569,Jędrzej,Cuch,jędrzej.cuch@o2.pl,408 597 203,Łódź,63-783,2024-11-14,Google Ads,False,2005-12-13
1570,Dagmara,Oziębło, dagmara.oziębło@wp.pl ,993221357,Łódź,85-652,2026-06-13,Meta Ads,False,1997-11-25
1571,Mikołaj,Walus, mikołaj.walus@gmail.com ,213-080-579,Zielona Góra,20-056,2025-10-23,Influencer,False,1967-10-11
1572,Piotr,Gumienna,piotr.gumienna@gmail.com,101651109,Wrocław,34-168,2025-04-20,Meta Ads,False,1993-01-04
1573,Justyna,Fulara,justyna.fulara@o2.pl,343-979-394,Warszawa,64-042,2026-02-04,Google Ads,False,1978-12-30
1574,Melania,Hewelt,melania.hewelt@gmail.com,+48 621 644 885,Piła,59-505,2025-02-05,Meta Ads,True,1961-07-22
1575,Tymon,Topa,tymon.topa@wp.pl,,lublin,45-096,2025-12-30,Google Ads,False,1966-05-24
1576,Ryszard,Jagieło,RYSZARD.JAGIEŁO@GMAIL.COM,+48 399 068 973,Poznań,22-768,2024-10-30,Meta Ads,True,1982-07-23
1577,Jeremi,Tórz,jeremi.tórz@onet.pl,409-659-205,Toruń,85-600,2026-04-15,Meta Ads,True,1966-11-07
1578,Jan,Hankiewicz,JAN.HANKIEWICZ@GMAIL.COM,701139602,Kraków,99-585,2025-07-06,Organic,True,1965-03-01
1579,Igor,Wojak,igor.wojak@gmail.com,360296355,Katowice,99-511,2025-11-07,Referral,False,1991-06-22
1580,Kornel,Para,kornel.para@o2.pl,798 584 639,Lublin,37-698,2024-12-31,Google Ads,False,2007-08-10
1581,Marcel,Nieszporek,marcel.nieszporek@onet.pl,425318590,Wrocław,48-605,2025-12-31,Google Ads,True,2004-11-03
1582,Dominik,Grotek,dominik.grotek@wp.pl,885140567,Katowice,42-158,2026-02-28,Meta Ads,False,1957-02-14
1583,Róża,Bela,RÓŻA.BELA@GMAIL.COM,854817187,Poznań,91-676,2025-07-28,Meta Ads,False,1981-01-10
1584,Cezary,Ziajka,cezary.ziajka@gmail.com,+48 487 582 921,Warszawa,85-006,2025-11-13,Newsletter,True,1973-01-20
1585,Aleksander,Bacia,aleksander.bacia@gmail.com,738-850-349,Elbląg,80-974,2025-07-01,Google Ads,False,1979-08-11
1586,Nicole,Babiuch,nicole.babiuch@gmail.com,+48 426 279 384,Warszawa,28-884,2026-05-15,Newsletter,True,1958-03-05
1587,Ryszard,Wężyk,ryszard.wężyk@gmail.com,729940660,Gdańsk,08-762,2025-08-11,Influencer,False,1959-05-06
1588,Fryderyk,Samol,FRYDERYK.SAMOL@GMAIL.COM,,Warszawa,52-262,2026-04-24,Newsletter,True,1965-01-11
1589,Blanka,Strzyż,blanka.strzyż@wp.pl,284226450,Warszawa,03-873,2026-03-10,Meta Ads,True,1966-08-18
1590,Tobiasz,Bidas,tobiasz.bidas@wp.pl,711-194-914,Leszno,52-292,2025-06-26,Referral,True,1989-11-23
1591,Marcin,Przewoźny,marcin.przewoźny@gmail.com,339-849-167,Gdańsk,39-503,2025-01-08,Organic,False,1998-01-20
1592,Fabian,Woszczak,fabian.woszczak@gmail.com,+48 825 026 478,Warszawa,78-135,2025-05-17,Organic,False,1974-08-16
1593,Patryk,Olbrych,patryk.olbrych@gmail.com,676298151,Leszno,48-525,2026-04-13,Meta Ads,False,1966-03-10
1594,Adrianna,Kozieja,adrianna.kozieja@wp.pl,805 651 975,Szczecin,50-488,2025-01-10,Google Ads,True,1969-10-28
1595,Kaja,Woszczyna,kaja.woszczyna@gmail.com,+48 725 644 214,Łódź,97-433,2025-09-29,Meta Ads,False,1998-07-31
1596,Daniel,Ślimak,daniel.ślimak@o2.pl,,Olsztyn,81-437,2026-03-07,Google Ads,False,1960-07-09
1597,Ida,Larysz,ida.larysz@gmail.com,394 541 450,Białystok,60-693,2025-04-09,Organic,False,1967-06-24
1598,Marcin,Judek,marcin.judek@gmail.com,040 564 665,Warszawa,68-645,2025-11-25,Organic,False,1989-11-24
1599,Karol,Łuksza,karol.łuksza@wp.pl,,Kraków,60-448,2025-01-10,Organic,False,1959-10-16
1600,Malwina,Mendyka,malwina.mendyka@gmail.com,677-206-406,Leszno,00000,2024-11-23,Meta Ads,False,1991-11-12
1601,Radosław,Stempel,radosław.stempel@gmail.com,+48 981 924 245,Lublin,32-536,2026-03-18,Newsletter,False,1978-04-07
1602,Nicole,Witaszek,nicolewitaszek@onet.pl,149047663,Gdynia,71-079,2024-11-19,Organic,True,2004-03-19
1603,Ida,Froń,ida.froń@interia.pl,456-949-227,Gdańsk,66-436,2025-02-28,Organic,True,1977-06-26
1604,Marcelina,Zuziak,marcelina.zuziak@gmail.com,455 623 209,Łódź,93-583,2026-04-29,Organic,False,1998-09-04
